what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1336933938160
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336933940327
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336933940476
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336934003216
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336934027179
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1336934073356
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1336934073395
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1336934074994
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336934083669
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336934089194
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1336934102226
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336934103595
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336934139131
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336934140400
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336934177042
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336934187927
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336934192529
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336934200375
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336934202891
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336934214354
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336934238127
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336934289437
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336934312536
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336934326125
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336934346736
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336934349748
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336934370423
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336934374975
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336934378864
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336934405015
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336934476907
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336934480953
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336934548362
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336934574964
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1336934576194
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336934576288
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336934577858
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336934587340
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336934600443
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336934605743
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336934634575
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1336934636267
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1336934636439
started,bundle,org.tigris.subversion.clientadapter.javahl,1.6.17,"org.tigris.subversion.clientadapter.javahl",1336934636453
started,bundle,org.tigris.subversion.clientadapter.svnkit,1.6.15,"org.tigris.subversion.clientadapter.svnkit",1336934636458
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336934645640
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336934645719
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336934647724
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336934647869
started,bundle,org.tmatesoft.svnkit,1.3.5.7406,"org.tmatesoft.svnkit",1336934647940
started,bundle,com.sun.jna,3.2.7,"com.sun.jna",1336934648029
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1336934648531
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1336934655185
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336934655797
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1336934659590
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336934660065
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336934676630
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336934678692
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1336934680108
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1336934681886
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336934682401
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336934693468
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336934792415
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1336934795783
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336934796414
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1336934799088
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336934799648
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336934805572
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336934807247
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336934859674
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1336934866245
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1336934869509
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336934869924
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336934892482
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336934901480
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336934906304
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336934913452
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336934918072
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1336934925262
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1336934926079
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336934930291
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1336934938756
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336934939233
opened,view,com.android.ide.eclipse.ddms,16.0.1.v201112150204-238534,"com.android.ide.eclipse.ddms.views.LogCatView",1336934949997
activated,view,com.android.ide.eclipse.ddms,16.0.1.v201112150204-238534,"com.android.ide.eclipse.ddms.views.LogCatView",1336934950044
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336934961743
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336935048679
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336935048723
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336935053473
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336935056332
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336935075126
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336935161388
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336935167382
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1336935169528
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336935170237
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1336935171931
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336935172434
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336935188607
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336935196225
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1336935205224
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336935216853
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336935220291
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1336935222039
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1336935236933
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1336935237740
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336935238912
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336935283541
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336935326032
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1336935326897
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336935327908
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336935351957
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336935372466
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1336935372511
started,bundle,org.eclipse.mylyn.resources.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.resources.ui",1336935372596
opened,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1336935373179
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1336935373279
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336935386072
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336935393794
started,bundle,org.eclipse.m2e.editor.xml,1.0.200.20111228-1245,"org.eclipse.m2e.editor.xml",1336935393822
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336935401463
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336935412041
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336935414341
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336935423246
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1336935424521
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336935425014
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336935497403
closed,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1336935497403
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336935526001
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336935640161
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1336935651343
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1336935654412
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336935676418
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336935678901
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336935686973
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336935744142
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1336935744894
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336935754368
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336935778934
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336935787635
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336935945363
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336935945572
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336935962786
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336936001693
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336936004993
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336936033045
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336936299123
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336936304035
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336936511369
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336936532910
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336936567020
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336936567942
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336936568594
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336936651019
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336936670932
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336936680709
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336936727286
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336936751740
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336936885928
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336936943991
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336937076771
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336937103630
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336937110953
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336937123002
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336937129979
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336937143810
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336937168603
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1336937169119
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336937170683
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336937173514
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336937178812
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336937193921
